Chart1|Chart2|Chart3|Chart4|Track|Artist|Date|Chart5|Chart6|Chart7|Date2
1|1|1|7|Tennessee Waltz|PATTI PAGE|1950-11-22|8|1|23|19510106
1|2|1|6|Tennessee Waltz|PATTI PAGE|1950-11-22|8|1|23|19501227
1|1|1|5|The Thing|PHIL HARRIS|1950-11-22|5|1|14|19501220
1|1|1|4|The Thing|PHIL HARRIS|1950-11-22|5|1|14|19501213
1|1|1|3|The Thing|PHIL HARRIS|1950-11-22|5|1|14|19501206
1|5|1|2|The Thing|PHIL HARRIS|1950-11-22|5|1|14|19501129
1|1|1|10|Harbour Lights|SAMMY KAYE / TONY ALAMO / KAYDETS|1950-09-20|12|1|21|19501122
1|2|1|9|Harbour Lights|SAMMY KAYE / TONY ALAMO / KAYDETS|1950-09-20|12|1|21|19501115
1|1|1|18|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19501108
1|1|1|17|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19501101
1|1|1|16|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19501025
1|1|1|15|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19501018
1|1|1|14|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19501011
1|1|1|13|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19501004
1|1|1|12|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19500927
1|1|1|11|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19500920
1|1|1|10|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19500913
1|1|1|9|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19500906
1|1|1|8|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19500830
1|1|1|7|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19500823
1|2|1|6|Goodnight Irene|WEAVERS & GORDON JENKINS|1950-07-12|17|1|23|19500816
1|1|1|10|Mona Lisa|NAT KING COLE|1950-06-07|14|1|26|19500809
1|1|1|9|Mona Lisa|NAT KING COLE|1950-06-07|14|1|26|19500802
1|1|1|8|Mona Lisa|NAT KING COLE|1950-06-07|14|1|26|19500726
1|1|1|7|Mona Lisa|NAT KING COLE|1950-06-07|14|1|26|19500719
1|2|1|6|Mona Lisa|NAT KING COLE|1950-06-07|14|1|26|19500712
1|1|1|16|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500705
1|1|1|15|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500628
1|1|1|14|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500621
1|1|1|13|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500614
1|1|1|12|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500607
1|1|1|11|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500531
1|1|1|10|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500524
1|1|1|9|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500517
1|1|1|8|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500510
1|1|1|7|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500503
1|2|1|6|Third Man Theme|ANTON KARAS|1950-03-22|12|1|23|19500426
1|1|1|7|If I Knew You Were Comin'|EILEEN BARTON|1950-03-08|9|1|13|19500419
1|2|1|6|If I Knew You Were Comin'|EILEEN BARTON|1950-03-08|9|1|13|19500412
1|1|1|10|Music Music Music|TERESA BREWER|1950-02-01|11|1|16|19500405
1|1|1|9|Music Music Music|TERESA BREWER|1950-02-01|11|1|16|19500329
1|1|1|8|Music Music Music|TERESA BREWER|1950-02-01|11|1|16|19500322
1|2|1|7|Music Music Music|TERESA BREWER|1950-02-01|11|1|16|19500315
1|1|1|8|Chattanoogie Shoe Shine Boy|RED FOLEY|1950-01-18|20|1|15|19500308
1|1|1|7|Chattanoogie Shoe Shine Boy|RED FOLEY|1950-01-18|20|1|15|19500301
1|1|1|6|Chattanoogie Shoe Shine Boy|RED FOLEY|1950-01-18|20|1|15|19500222
1|2|1|5|Chattanoogie Shoe Shine Boy|RED FOLEY|1950-01-18|20|1|15|19500215
1|3|1|4|Rag Mop|AMES BROTHERS|1950-01-18|14|1|12|19500208
1|1|1|18|I Can Dream Can't I|ANDREWS SISTERS / GORDON JENKINS|1949-10-02|19|1|22|19500201
1|1|1|17|I Can Dream Can't I|ANDREWS SISTERS / GORDON JENKINS|1949-10-02|19|1|22|19500122
1|1|1|16|I Can Dream Can't I|ANDREWS SISTERS / GORDON JENKINS|1949-10-02|19|1|22|19500118
1|3|1|15|I Can Dream Can't I|ANDREWS SISTERS / GORDON JENKINS|1949-10-02|19|1|22|19500111
1|4|1|4|Rudolph The Red Nosed Reindeer|GENE AUTREY|1949-12-11|12|1|6|19500104
1|1|1|7|Mule Train|FRANKIE LAINE|1949-11-13|9|1|12|19491225
1|1|1|6|Mule Train|FRANKIE LAINE|1949-11-13|9|1|12|19491218
1|1|1|5|Mule Train|FRANKIE LAINE|1949-11-13|9|1|12|19491211
1|1|1|4|Mule Train|FRANKIE LAINE|1949-11-13|9|1|12|19491204
1|3|1|3|Mule Train|FRANKIE LAINE|1949-11-13|9|1|12|19491127
1|1|1|12|That Lucky Old Sun|FRANKIE LAINE|1949-09-04|20|1|18|19491120
1|1|1|11|That Lucky Old Sun|FRANKIE LAINE|1949-09-04|20|1|18|19491113
1|1|1|10|That Lucky Old Sun|FRANKIE LAINE|1949-09-04|20|1|18|19491106
1|1|1|9|That Lucky Old Sun|FRANKIE LAINE|1949-09-04|20|1|18|19491030
1|1|1|8|That Lucky Old Sun|FRANKIE LAINE|1949-09-04|20|1|18|19491023
1|1|1|7|That Lucky Old Sun|FRANKIE LAINE|1949-09-04|20|1|18|19491016
1|1|1|6|That Lucky Old Sun|FRANKIE LAINE|1949-09-04|20|1|18|19491009
1|2|1|5|That Lucky Old Sun|FRANKIE LAINE|1949-09-04|20|1|18|19491002
1|1|1|12|You're Breaking My Heart|VIC DAMONE|1949-07-10|13|1|23|19490925
1|1|1|11|You're Breaking My Heart|VIC DAMONE|1949-07-10|13|1|23|19490918
1|1|1|10|You're Breaking My Heart|VIC DAMONE|1949-07-10|13|1|23|19490911
1|2|1|9|You're Breaking My Heart|VIC DAMONE|1949-07-10|13|1|23|19490904
1|1|1|16|Some Enchanted Evening|PERRY COMO|1949-05-15|20|1|23|19490828
1|1|1|15|Some Enchanted Evening|PERRY COMO|1949-05-15|20|1|23|19490821
1|1|1|14|Some Enchanted Evening|PERRY COMO|1949-05-15|20|1|23|19490814
1|1|1|13|Some Enchanted Evening|PERRY COMO|1949-05-15|20|1|23|19490807
1|2|1|12|Some Enchanted Evening|PERRY COMO|1949-05-15|20|1|23|19490731
1|1|1|13|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490724
1|1|1|12|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490717
1|1|1|11|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490710
1|1|1|10|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490703
1|1|1|9|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490626
1|1|1|8|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490619
1|1|1|7|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490612
1|1|1|6|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490605
1|1|1|5|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490529
1|1|1|4|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490522
1|4|1|3|Riders In The Sky|VAUGHN MONROE|1949-04-30|12|1|22|19490515
1|1|1|11|Cruising Down The River|RUSS MORGAN|1949-02-26|15|1|20|19490507
1|1|1|10|Cruising Down The River|RUSS MORGAN|1949-02-26|15|1|20|19490430
1|1|1|9|Cruising Down The River|RUSS MORGAN|1949-02-26|15|1|20|19490423
1|1|1|8|Cruising Down The River|RUSS MORGAN|1949-02-26|15|1|20|19490416
1|1|1|7|Cruising Down The River|RUSS MORGAN|1949-02-26|15|1|20|19490409
1|1|1|6|Cruising Down The River|RUSS MORGAN|1949-02-26|15|1|20|19490402
1|2|1|5|Cruising Down The River|RUSS MORGAN|1949-02-26|15|1|20|19490326
1|1|1|7|Cruising Down The River|BLUE BARRON|1949-02-05|12|1|17|19490319
1|2|1|6|Cruising Down The River|BLUE BARRON|1949-02-05|12|1|17|19490312
1|1|1|16|A Little Bird Told Me|EVELYN KNIGHT|1948-11-20|20|1|20|19490305
1|1|1|15|A Little Bird Told Me|EVELYN KNIGHT|1948-11-20|20|1|20|19490226
1|1|1|14|A Little Bird Told Me|EVELYN KNIGHT|1948-11-20|20|1|20|19490219
1|1|1|13|A Little Bird Told Me|EVELYN KNIGHT|1948-11-20|20|1|20|19490212
1|1|1|12|A Little Bird Told Me|EVELYN KNIGHT|1948-11-20|20|1|20|19490205
1|1|1|11|A Little Bird Told Me|EVELYN KNIGHT|1948-11-20|20|1|20|19490129
1|2|1|10|A Little Bird Told Me|EVELYN KNIGHT|1948-11-20|20|1|20|19490122
1|2|1|16|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19490115
1|2|1|7|All I Want For Christmas (Is My Two Front Teeth)|SPIKE JONES|1948-11-27|17|1|8|19490108
1|1|1|14|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19490101
1|1|1|13|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19481225
1|1|1|12|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19481218
1|1|1|11|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19481211
1|1|1|10|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19481204
1|1|1|9|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19481127
1|1|1|8|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19481120
1|1|1|7|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19481113
1|3|1|6|Buttons And Bows|DINAH SHORE|1948-10-02|18|1|23|19481106
1|1|1|18|Twelfth Street Rag|PEE WEE HUNT|1948-07-03|14|1|27|19481030
1|2|1|17|Twelfth Street Rag|PEE WEE HUNT|1948-07-03|14|1|27|19481023
1|1|1|14|Tree In The Meadow|MARGARET WHITING|1948-07-17|17|1|23|19481016
1|2|1|13|Tree In The Meadow|MARGARET WHITING|1948-07-17|17|1|23|19481009
1|1|1|14|Twelfth Street Rag|PEE WEE HUNT|1948-07-03|14|1|27|19481002
1|1|1|13|Twelfth Street Rag|PEE WEE HUNT|1948-07-03|14|1|27|19480925
1|1|1|12|Twelfth Street Rag|PEE WEE HUNT|1948-07-03|14|1|27|19480918
1|1|1|11|Twelfth Street Rag|PEE WEE HUNT|1948-07-03|14|1|27|19480911
1|1|1|10|Twelfth Street Rag|PEE WEE HUNT|1948-07-03|14|1|27|19480904
1|2|1|9|Twelfth Street Rag|PEE WEE HUNT|1948-07-03|14|1|27|19480828
1|1|1|9|You Call Everybody Darling|AL TRACE / BOB VINCENT|1948-06-26|13|1|21|19480821
1|5|1|8|You Call Everybody Darling|AL TRACE / BOB VINCENT|1948-06-26|13|1|21|19480814
1|1|1|10|Woody Woodpecker|KAY KYSER / GLORIA WOOD|1948-06-05|13|1|13|19480807
1|1|1|9|Woody Woodpecker|KAY KYSER / GLORIA WOOD|1948-06-05|13|1|13|19480731
1|1|1|8|Woody Woodpecker|KAY KYSER / GLORIA WOOD|1948-06-05|13|1|13|19480724
1|1|1|7|Woody Woodpecker|KAY KYSER / GLORIA WOOD|1948-06-05|13|1|13|19480717
1|1|1|6|Woody Woodpecker|KAY KYSER / GLORIA WOOD|1948-06-05|13|1|13|19480710
1|3|1|5|Woody Woodpecker|KAY KYSER / GLORIA WOOD|1948-06-05|13|1|13|19480703
1|1|1|10|Nature Boy|NAT KING COLE|1948-04-24|15|1|15|19480626
1|1|1|9|Nature Boy|NAT KING COLE|1948-04-24|15|1|15|19480619
1|1|1|8|Nature Boy|NAT KING COLE|1948-04-24|15|1|15|19480612
1|1|1|7|Nature Boy|NAT KING COLE|1948-04-24|15|1|15|19480605
1|1|1|6|Nature Boy|NAT KING COLE|1948-04-24|15|1|15|19480529
1|1|1|5|Nature Boy|NAT KING COLE|1948-04-24|15|1|15|19480522
1|2|1|4|Nature Boy|NAT KING COLE|1948-04-24|15|1|15|19480515
1|1|1|15|Manana|PEGGY LEE|1948-01-31|8|1|21|19480508
1|1|1|14|Manana|PEGGY LEE|1948-01-31|8|1|21|19480501
1|1|1|13|Manana|PEGGY LEE|1948-01-31|8|1|21|19480424
1|1|1|12|Manana|PEGGY LEE|1948-01-31|8|1|21|19480417
1|1|1|11|Manana|PEGGY LEE|1948-01-31|8|1|21|19480410
1|1|1|10|Manana|PEGGY LEE|1948-01-31|8|1|21|19480403
1|1|1|9|Manana|PEGGY LEE|1948-01-31|8|1|21|19480327
1|1|1|8|Manana|PEGGY LEE|1948-01-31|8|1|21|19480320
1|2|1|7|Manana|PEGGY LEE|1948-01-31|8|1|21|19480313
1|1|1|7|I'm Looing Over A 4-Leaf Clover|ART MOONEY / CHOIR|1948-01-24|14|1|16|19480306
1|1|1|6|I'm Looing Over A 4-Leaf Clover|ART MOONEY / CHOIR|1948-01-24|14|1|16|19480228
1|2|1|5|I'm Looing Over A 4-Leaf Clover|ART MOONEY / CHOIR|1948-01-24|14|1|16|19480221
1|1|1|15|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19480214
1|1|1|14|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19480207
1|1|1|13|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19480131
1|1|1|12|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19480124
1|1|1|11|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19480117
1|1|1|10|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19480110
1|1|1|9|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19480103
1|1|1|8|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19471227
1|1|1|7|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19471220
1|2|1|6|Ballerina|VAUGHN MONROE|1947-11-08|4|1|21|19471213
1|1|1|14|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471206
1|1|1|13|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471129
1|1|1|12|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471122
1|1|1|11|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471115
1|1|1|10|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471108
1|1|1|9|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471101
1|1|1|8|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471025
1|1|1|7|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471018
1|1|1|6|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471011
1|1|1|5|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19471004
1|1|1|4|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19470927
1|5|1|3|Near You|FRANCIS CRAIG / BOB LAMM|1947-09-06|4|1|21|19470920
1|1|1|8|Smoke! Smoke! Smoke! (That Cigarette)|TEX WILLIAMS|1947-07-26|8|1|12|19470913
1|1|1|7|Smoke! Smoke! Smoke! (That Cigarette)|TEX WILLIAMS|1947-07-26|8|1|12|19470906
1|1|1|6|Smoke! Smoke! Smoke! (That Cigarette)|TEX WILLIAMS|1947-07-26|8|1|12|19470830
1|1|1|5|Smoke! Smoke! Smoke! (That Cigarette)|TEX WILLIAMS|1947-07-26|8|1|12|19470823
1|1|1|4|Smoke! Smoke! Smoke! (That Cigarette)|TEX WILLIAMS|1947-07-26|8|1|12|19470816
1|6|1|3|Smoke! Smoke! Smoke! (That Cigarette)|TEX WILLIAMS|1947-07-26|8|1|12|19470809
1|1|1|11|Peg O'My Heart|HARMONICATS|1947-05-24|7|1|16|19470802
1|1|1|10|Peg O'My Heart|HARMONICATS|1947-05-24|7|1|16|19470726
1|2|1|9|Peg O'My Heart|HARMONICATS|1947-05-24|7|1|16|19470719
1|1|1|6|Chi-Baba, Chi-Baba|PERRY COMO|1947-06-07|10|1|12|19470712
1|1|1|5|Chi-Baba, Chi-Baba|PERRY COMO|1947-06-07|10|1|12|19470705
1|2|1|4|Chi-Baba, Chi-Baba|PERRY COMO|1947-06-07|10|1|12|19470628
1|2|1|5|Peg O'My Heart|HARMONICATS|1947-05-24|7|1|16|19470621
1|1|1|9|Mam'selle|ART LUND|1947-04-19|9|1|10|19470614
1|3|1|8|Mam'selle|ART LUND|1947-04-19|9|1|10|19470607
1|1|1|13|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470531
1|1|1|12|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470524
1|1|1|11|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470517
1|1|1|10|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470510
1|1|1|9|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470503
1|1|1|8|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470426
1|1|1|7|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470419
1|1|1|6|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470412
1|1|1|5|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470405
1|1|1|4|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470329
1|1|1|3|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470322
1|6|1|2|Heartaches|TED WEEMS|1947-03-08|6|1|16|19470315
1|1|1|5|Managua Nicaragua|FREDDY MARTIN / JOHNNY COCHRAN / ENSEMBLE|1947-02-07|7|1|11|19470308
1|2|1|4|Managua Nicaragua|FREDDY MARTIN / JOHNNY COCHRAN / ENSEMBLE|1947-02-07|7|1|11|19470228
1|3|1|2|Open The Door Richard|COUNT BASIE / HARRY EDISON / BILL JOHNSON|1947-02-14|3|1|4|19470221
1|4|1|10|(I Love You) For Sentimental Reasons|KING COLE TRIO|1946-12-14|5|1|11|19470214
1|1|1|13|The Old Lamplighter|SAMMY KAYE / BILLY WILLIAMS|1946-11-16|5|1|14|19470207
1|1|1|12|The Old Lamplighter|SAMMY KAYE / BILLY WILLIAMS|1946-11-16|5|1|14|19470131
1|1|1|11|The Old Lamplighter|SAMMY KAYE / BILLY WILLIAMS|1946-11-16|5|1|14|19470124
1|1|1|10|The Old Lamplighter|SAMMY KAYE / BILLY WILLIAMS|1946-11-16|5|1|14|19470117
1|1|1|9|The Old Lamplighter|SAMMY KAYE / BILLY WILLIAMS|1946-11-16|5|1|14|19470110
1|1|1|8|The Old Lamplighter|SAMMY KAYE / BILLY WILLIAMS|1946-11-16|5|1|14|19470103
1|2|1|7|The Old Lamplighter|SAMMY KAYE / BILLY WILLIAMS|1946-11-16|5|1|14|19461226
1|1|1|8|Ole Buttermilk Sky|KAY KYSER / MICHAEL DOUGLAS / CAMPUS KIDS|1946-11-02|5|1|11|19461220
1|3|1|7|Ole Buttermilk Sky|KAY KYSER / MICHAEL DOUGLAS / CAMPUS KIDS|1946-11-02|5|1|11|19461214
1|1|1|13|Rumours Are Flying|FRANKIE CARLE / MARJORIE HUGHES|1946-09-14|2|1|18|19461207
1|1|1|12|Rumours Are Flying|FRANKIE CARLE / MARJORIE HUGHES|1946-09-14|2|1|18|19461130
1|1|1|11|Rumours Are Flying|FRANKIE CARLE / MARJORIE HUGHES|1946-09-14|2|1|18|19461123
1|1|1|10|Rumours Are Flying|FRANKIE CARLE / MARJORIE HUGHES|1946-09-14|2|1|18|19461116
1|1|1|9|Rumours Are Flying|FRANKIE CARLE / MARJORIE HUGHES|1946-09-14|2|1|18|19461109
1|1|1|8|Rumours Are Flying|FRANKIE CARLE / MARJORIE HUGHES|1946-09-14|2|1|18|19461102
1|1|1|7|Rumours Are Flying|FRANKIE CARLE / MARJORIE HUGHES|1946-09-14|2|1|18|19461026
1|2|1|6|Rumours Are Flying|FRANKIE CARLE / MARJORIE HUGHES|1946-09-14|2|1|18|19461019
1|1|1|14|To Each His Own|EDDY HOWARD|1946-07-13|9|1|20|19461012
1|3|1|13|To Each His Own|EDDY HOWARD|1946-07-13|9|1|20|19461005
1|4|1|9|Five Minutes More|FRANK SINATRA|1946-08-03|9|1|15|19460928
1|2|1|2|Rumours Are Flying|FRANKIE CARLE / MARJORIE HUGHES|1946-09-14|2|1|18|19460921
1|3|1|10|To Each His Own|EDDY HOWARD|1946-07-13|9|1|20|19460914
1|3|1|3|To Each His Own|INK SPOTS|1946-08-24|6|1|13|19460907
1|3|1|5|Five Minutes More|FRANK SINATRA|1946-08-03|9|1|15|19460831
1|1|1|3|To Each His Own|FREDDY MARTIN / STUART WADE|1946-08-10|3|1|13|19460824
1|3|1|2|To Each His Own|FREDDY MARTIN / STUART WADE|1946-08-10|3|1|13|19460817
1|1|1|5|To Each His Own|EDDY HOWARD|1946-07-13|9|1|20|19460810
1|2|1|4|To Each His Own|EDDY HOWARD|1946-07-13|9|1|20|19460803
1|2|1|5|Surrender|PERRY COMO|1946-06-29|8|1|11|19460727
1|1|1|11|The Gypsy|INK SPOTS|1946-05-11|6|1|11|19460720
1|1|1|10|The Gypsy|INK SPOTS|1946-05-11|6|1|11|19460713
1|1|1|9|The Gypsy|INK SPOTS|1946-05-11|6|1|11|19460706
1|1|1|8|The Gypsy|INK SPOTS|1946-05-11|6|1|11|19460629
1|1|1|7|The Gypsy|INK SPOTS|1946-05-11|6|1|11|19460622
1|1|1|6|The Gypsy|INK SPOTS|1946-05-11|6|1|11|19460615
1|1|1|5|The Gypsy|INK SPOTS|1946-05-11|6|1|11|19460608
1|1|1|4|The Gypsy|INK SPOTS|1946-05-11|6|1|11|19460601
1|2|1|3|The Gypsy|INK SPOTS|1946-05-11|6|1|11|19460525
1|1|1|8|Prisoner Of Love|PERRY COMO|1946-03-30|9|1|18|19460518
1|1|1|7|Prisoner Of Love|PERRY COMO|1946-03-30|9|1|18|19460511
1|2|1|6|Prisoner Of Love|PERRY COMO|1946-03-30|9|1|18|19460504
1|4|1|2|I'm A Big Girl Now|SAMMY KAYE / BETTY BARCLAY|1946-04-20|4|1|10|19460427
1|1|1|9|Oh What It Seemed To Be|FRANKIE CARLE / MARJORIE HUGHES|1946-02-23|7|1|14|19460420
1|1|1|8|Oh What It Seemed To Be|FRANKIE CARLE / MARJORIE HUGHES|1946-02-23|7|1|14|19460413
1|1|1|7|Oh What It Seemed To Be|FRANKIE CARLE / MARJORIE HUGHES|1946-02-23|7|1|14|19460406
1|1|1|6|Oh What It Seemed To Be|FRANKIE CARLE / MARJORIE HUGHES|1946-02-23|7|1|14|19460330
1|1|1|5|Oh What It Seemed To Be|FRANKIE CARLE / MARJORIE HUGHES|1946-02-23|7|1|14|19460323
1|4|1|4|Oh What It Seemed To Be|FRANKIE CARLE / MARJORIE HUGHES|1946-02-23|7|1|14|19460316
1|NEW|1|1|Personality|JOHNNY MERCER / PIED PIPERS|1946-03-09|1|1|8|19460309
1|3|1|8|Doctor Lawyer Indian Chief|BETTY HUTTON|1946-01-12|9|1|17|19460302
1|1|1|9|Let It Snow! Let It Snow! Let It Snow!|VAUGHN MONROE & HIS ORCHESTRA / THE NORTON SISTERS|1945-12-29|6|1|13|19460223
1|1|1|8|Let It Snow! Let It Snow! Let It Snow!|VAUGHN MONROE & HIS ORCHESTRA / THE NORTON SISTERS|1945-12-29|6|1|13|19460216
1|1|1|7|Let It Snow! Let It Snow! Let It Snow!|VAUGHN MONROE & HIS ORCHESTRA / THE NORTON SISTERS|1945-12-29|6|1|13|19460209
1|1|1|6|Let It Snow! Let It Snow! Let It Snow!|VAUGHN MONROE & HIS ORCHESTRA / THE NORTON SISTERS|1945-12-29|6|1|13|19460202
1|3|1|5|Let It Snow! Let It Snow! Let It Snow!|VAUGHN MONROE & HIS ORCHESTRA / THE NORTON SISTERS|1945-12-29|6|1|13|19460126
1|2|1|2|I Can't Begin To Tell You|BING CROSBY / CARMEN CAVALLARO|1946-01-12|2|1|10|19460119
1|1|1|6|Symphony|FREDDY MARTIN & HIS ORCHESTRA / CLYDE ROGERS|1945-12-08|5|1|14|19460112
1|1|1|5|Symphony|FREDDY MARTIN & HIS ORCHESTRA / CLYDE ROGERS|1945-12-08|5|1|14|19460105
1|2|1|4|Symphony|FREDDY MARTIN & HIS ORCHESTRA / CLYDE ROGERS|1945-12-08|5|1|14|19451229
1|2|1|10|Chickery Chick|SAMMY KAYE & HIS ORCHESTRA / BILLY WILLIAMS, NANCY NORMAN|1945-10-20|10|1|14|19451222
1|4|1|10|It's Been A Long, Long Time|HARRY JAMES & HIS MUSIC MAKERS / KITTY KALLEN|1945-10-13|10|1|15|19451215
1|2|1|8|Chickery Chick|SAMMY KAYE & HIS ORCHESTRA / BILLY WILLIAMS, NANCY NORMAN|1945-10-20|10|1|14|19451208
1|3|1|7|It's Been A Long, Long Time|BING CROSBY / THE LES PAUL TRIO|1945-10-20|7|1|11|19451201
1|1|1|7|It's Been A Long, Long Time|HARRY JAMES & HIS MUSIC MAKERS / KITTY KALLEN|1945-10-13|10|1|15|19451124
1|3|1|6|It's Been A Long, Long Time|HARRY JAMES & HIS MUSIC MAKERS / KITTY KALLEN|1945-10-13|10|1|15|19451117
1|4|1|4|Chickery Chick|SAMMY KAYE & HIS ORCHESTRA / BILLY WILLIAMS, NANCY NORMAN|1945-10-20|10|1|14|19451110
1|1|1|13|Till The End Of Time|PERRY COMO|1945-08-11|5|1|16|19451103
1|1|1|12|Till The End Of Time|PERRY COMO|1945-08-11|5|1|16|19451027
1|1|1|11|Till The End Of Time|PERRY COMO|1945-08-11|5|1|16|19451020
1|1|1|10|Till The End Of Time|PERRY COMO|1945-08-11|5|1|16|19451013
1|1|1|9|Till The End Of Time|PERRY COMO|1945-08-11|5|1|16|19451006
1|1|1|8|Till The End Of Time|PERRY COMO|1945-08-11|5|1|16|19450929
1|1|1|7|Till The End Of Time|PERRY COMO|1945-08-11|5|1|16|19450922
1|1|1|6|Till The End Of Time|PERRY COMO|1945-08-11|5|1|16|19450915
1|2|1|5|Till The End Of Time|PERRY COMO|1945-08-11|5|1|16|19450908
1|1|1|9|On The Atchison, Topeka & Santa Fe|JOHNNY MERCER & THE PIED PIPERS / PAUL WESTON & HIS ORCHESTR|1945-07-07|4|1|16|19450901
1|1|1|8|On The Atchison, Topeka & Santa Fe|JOHNNY MERCER & THE PIED PIPERS / PAUL WESTON & HIS ORCHESTR|1945-07-07|4|1|16|19450825
1|1|1|7|On The Atchison, Topeka & Santa Fe|JOHNNY MERCER & THE PIED PIPERS / PAUL WESTON & HIS ORCHESTR|1945-07-07|4|1|16|19450818
1|1|1|6|On The Atchison, Topeka & Santa Fe|JOHNNY MERCER & THE PIED PIPERS / PAUL WESTON & HIS ORCHESTR|1945-07-07|4|1|16|19450811
1|1|1|5|On The Atchison, Topeka & Santa Fe|JOHNNY MERCER & THE PIED PIPERS / PAUL WESTON & HIS ORCHESTR|1945-07-07|4|1|16|19450804
